acrylonitrile-butadiene-styrene	piece.n.02,item.n.02,polyester.n.02,plastic.n.01,intermediate.n.01,chemical.n.01,resinoid.n.01,plastic.n.01,bodywork.n.01,body.n.07
Pb	objectification.n.02,representation.n.02,call-in.n.01,call.n.01,counterpart.n.02,duplicate.n.02,call-back.n.01,call.n.01,float.n.04,display.n.04
Lake_Powell	united_states_waters.n.01,territorial_waters.n.01,lake_mead.n.01,reservoir.n.02,ranch.n.01,farm.n.01,gerardia.n.01,genus_gerardia.n.01,lake_geneva.n.01,lake.n.01
Photius	methuselah.n.01,patriarch.n.03,simeon.n.01,patriarch.n.03,joseph.n.02,patriarch.n.03,antediluvian.n.01,patriarch.n.03,joseph.n.02,patriarch.n.03
Gerard_Kuiper	sphere.n.03,geographical_area.n.01,galileo.n.01,astronomer.n.01,galileo.n.01,astronomer.n.01,sunbelt.n.01,geographical_area.n.01,mesoamerica.n.01,geographical_area.n.01
Salmon_P._Chase	igbo.n.01,ethnic_group.n.01,successor.n.03,offspring.n.01,man.n.07,male.n.02,man.n.08,male.n.02,nonperson.n.01,person.n.01
private_citizen	bahrain.n.01,island.n.01,seychelles.n.02,island.n.01,outdoorswoman.n.01,outdoorsman.n.01,antigua.n.01,island.n.01,trinidadian.n.01,inhabitant.n.01
pound_sign	extension.n.08,property.n.03,paring.n.02,object.n.01,discard.n.01,object.n.01,birthplace.n.02,beginning.n.04,fraction.n.02,part.n.04
George_V	very_important_person.n.01,important_person.n.01,grandson.n.01,grandchild.n.01,cavendish.n.01,chemist.n.01,mithridates.n.01,king.n.01,mineralogist.n.01,scientist.n.01
Romany	stepfather.n.01,stepparent.n.01,adjunct.n.01,inessential.n.01,testifier.n.01,witness.n.01,float.n.04,display.n.04,enate.n.01,relative.n.01
Trablous	city.n.02,administrative_district.n.01,port_of_call.n.01,seaport.n.01,alexandria.n.02,port.n.01,outport.n.01,port.n.01,doha.n.01,port.n.01
cardinality	something.n.01,thing.n.12,anything.n.01,thing.n.12,nothing.n.02,thing.n.12,essence.n.02,substance.n.01,impregnation.n.01,material.n.01
Hegelian	successor.n.03,offspring.n.01,adjunct.n.01,inessential.n.01,firstborn.n.01,offspring.n.01,alliterator.n.01,speaker.n.01,extension.n.08,property.n.03
Brownie	salesclerk.n.01,salesperson.n.01,stepfather.n.01,stepparent.n.01,nightgown.n.01,lingerie.n.01,stepfather.n.01,stepparent.n.01,father-in-law.n.01,father.n.01
folding_saw	piece.n.02,item.n.02,bangle.n.02,adornment.n.01,cutwork.n.01,embroidery.n.02,reducer.n.02,pipefitting.n.01,clip.n.04,jewelry.n.01
Edward_II	grandson.n.01,grandchild.n.01,child.n.04,descendant.n.01,grandson.n.01,grandchild.n.01,successor.n.03,offspring.n.01,child.n.04,descendant.n.01
Brownie	lasagna.n.02,pasta.n.01,macaroni.n.02,pasta.n.01,couscous.n.02,pasta.n.01,gnocchi.n.01,dumpling.n.01,spaghetti.n.01,pasta.n.01
B	hydrolysate.n.01,product.n.04,alicyclic_compound.n.01,aliphatic_compound.n.01,reactant.n.01,chemical.n.01,tnt.n.01,explosive_compound.n.01,fraction.n.01,chemical.n.01
St._James	adjunct.n.01,inessential.n.01,detritus.n.02,material.n.01,essence.n.02,substance.n.01,monomer.n.01,compound.n.01,impregnation.n.01,material.n.01
Indus_civilization	pocahontas.n.01,powhatan.n.02,bodywork.n.01,body.n.07,architecture.n.01,building.n.01,boathouse.n.01,house.n.03,bathhouse.n.02,house.n.03
